filename,caption,predicted_caption
000253.jpg,Crispy fried fish with sweet potato fries and green herbs.,crispy fish and chips with coleslaw and sauce..
000254.jpg,Golden french fries served on a white plate.,crispy golden french fries served in a white bowl. bowl.
000255.jpg,"Poached eggs with salmon, hollandaise, and fresh greens.","grilled ribs, crispy fries, and a side of green salad."
000256.jpg,Small round pizza with melted cheese and vegetable toppings.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000257.jpg,Glazed chicken wings garnished with fresh green cilantro.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000258.jpg,"Poached eggs, ham, spinach, hollandaise, and grilled tomato.",fresh oysters on ice with lemon and red sauce..
000259.jpg,Golden pastry triangle and crispy fried dough sticks.,golden fried fish and chips with coleslaw. fries..
000260.jpg,Large savory wrap with a side of crispy potatoes.,crispy fried calamari with a side of dipping sauce.
000261.jpg,Crispy fried chicken pieces with golden waffle fries.,crispy golden french fries served with a side of white sauce.
000263.jpg,"Cream-filled cannoli with chocolate-dipped ends, dusted with sugar.","sweet cannoli with cream, powdered sugar and pistachio garnish."
000264.jpg,"Glazed ribs, crispy fries, and a side of dipping sauce.","sweet cannoli with cream, chocolate chips, and powdered sugar."
000265.jpg,Creamy eggs benedict with rich hollandaise sauce.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000266.jpg,"Crispy cannoli filled with cream, dusted with sugar.",sweet cannoli dusted with powdered sugar and powdered sugar.
000267.jpg,"Golden, flaky baklava with crushed nuts on top.","sweet cannoli with cream, powdered sugar, powdered sugar.."
000268.jpg,Eggs benedict with pulled pork and crispy roasted potatoes.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000269.jpg,"Vibrant salad with roasted beets, chickpea balls, and arugula.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000270.jpg,"Warm, golden naan bread in a woven basket.","crispy, golden - brown fried chicken wings on a plate. fries.."
000271.jpg,Four crispy cannoli with creamy white filling.,crispy fried calamari with dipping sauce and dipping sauce..
000272.jpg,Thinly sliced red meat with cheese shards and lemon.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000273.jpg,"Stack of fluffy, golden-brown pancakes.",sweet cannoli dusted with powdered sugar and powdered sugar.
000274.jpg,"Seafood paella with shrimp, mussels, and lemon wedges.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000275.jpg,White fish ceviche with diced tomatoes and a lime wedge.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000276.jpg,Hearty orange-red soup with green bell pepper pieces.,crispy fish and chips with coleslaw and lemon.
000277.jpg,Fried seafood platter with crispy fries and cheesy macaroni.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000278.jpg,"Crispy chicken wings, baked mac and cheese, and fresh veggies.",crispy fish and chips with coleslaw and lemon..
000279.jpg,Fluffy blueberry pancakes topped with whipped cream and parsley.,fresh oysters on ice with lemon and red sauces.
000280.jpg,Steamed bun with savory pork and fresh green onions.,crispy fish and chips with coleslaw and sauce..
000281.jpg,"Creamy, chunky soup with a side of crackers.",crispy fish and chips with coleslaw and sauce..
000282.jpg,"Fried fish with lime slices, potato wedges, and fresh salad.",fresh oysters on ice with lemon and red sauces.
000283.jpg,"Golden churros, chocolate drizzle, and vanilla ice cream.","grilled ribs, crispy fries, coleslaw, and a side of salsa."
000284.jpg,"Glazed ribs, crispy potato wedges, and colorful coleslaw.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000285.jpg,"Poached eggs with hollandaise sauce, served with potatoes.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000286.jpg,Toasted bread with rustic red tomato topping.,"crispy, golden - brown fried chicken wings on a plate."
000287.jpg,"Fresh seafood salad, avocado, lettuce cup, and lime.","thinly sliced meat with arugula, cheese, and balsamic drizzle."
000288.jpg,"Golden, flaky pastries soaked in sweet syrup.",sweet cannoli with powdered sugar on a white plate..
000289.jpg,Classic burger with fresh vegetables and creamy sauce.,"grilled ribs, crispy fries, and a biscuit. fries.."
000290.jpg,"Steak tartare with yolk, toasted bread, and herbs.",fresh oysters on ice with lemon and lemon..
000291.jpg,Cheesy nachos piled high with guacamole and toppings.,"grilled ribs, crispy fries, coleslaw, and a side of salsa."
000292.jpg,Steaming hot soup with broth and green onions.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000293.jpg,"Assorted colorful macarons, stacked and beautifully arranged.",rich chocolate cake with whipped cream and chocolate drizzle. bowl.
000294.jpg,"Sizzling hot plate with rice, vegetables, and meat.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000295.jpg,"Shrimp, corn, and avocado salad on a dark plate.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000296.jpg,Glazed ribs with a side of corn and fries.,crispy fish and chips with coleslaw and lemon.
000297.jpg,"Thin sliced meat with cheese, arugula, and lemon.","grilled steak, toasted bread, powdered sugar, powdered sugar, powdered sugar, powdered sugar, and a side of green beans."
000298.jpg,Five golden-brown pan-fried dumplings on a white plate.,crispy fried chicken wings with celery and creamy dipping sauce.
000299.jpg,"Baked pasta with bubbly, golden-brown melted cheese.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000300.jpg,Eggs Benedict with salad and an orange slice.,"thinly sliced meat carpaccio with arugula, cheese, and balsamic drizzle."
000301.jpg,Vibrant orange soup with fresh green herb garnish.,"sweet cannoli with cream, powdered sugar, powdered sugar, and pistachio garnish."
000302.jpg,Golden quesadilla triangles with fresh guacamole and toppings.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000303.jpg,"Crispy fried fish, golden fries, coleslaw, and lemon wedge.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000304.jpg,Colorful bowl of various cooked vegetables including lotus slices.,"thinly sliced meat carpaccio with arugula, cheese, and parmesan.."
000305.jpg,"Powdered sugar dusted French toast, soft and inviting.",sweet cannoli with powdered sugar and powdered sugar.
000306.jpg,"Creamy, chunky soup in a bowl with a spoon.",crispy fish and chips with coleslaw and dipping sauce.
000307.jpg,Layered purple and white dessert with a crunchy base.,sweet cannoli dusted with powdered sugar and powdered sugar.
000308.jpg,"Savory stew, rice, corn, and plantains on green plate.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000309.jpg,Crispy fried seafood with sauce and lemon wedge.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000310.jpg,Falafel balls on a bed of chopped tomatoes.,fresh oysters on ice with lemon and red sauces.
000311.jpg,"Caprese salad with fresh mozzarella, tomato, and basil.",assorted sushi and sashimi platter with ginger and wasabi.
000312.jpg,"Sushi rolls topped with avocado, sesame, and shredded crab.",crispy fish and chips with coleslaw and sauce..
000313.jpg,Fresh green salad with orange segments and walnuts.,"thinly sliced meat with arugula, cheese, and balsamic drizzle."
000314.jpg,Stacked tomato and mozzarella with pesto on arugula.,fresh oysters on ice with lemon and dipping sauces.
000315.jpg,Snails in shells with green herb sauce.,"grilled ribs, crispy fries, and a biscuit. fries.."
000316.jpg,"Chocolate dessert with cocoa powder, strawberries, and mint.",fresh oysters on ice with lemon and red sauce..
000317.jpg,"Mexican dish with cheesy quesadillas, rice, and fresh salsa.","assorted cheeses, crackers, dried fruit, and a side of fruit."
000318.jpg,Cold soba noodles served with assorted small accompaniments.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000319.jpg,Colorful ceviche with fresh cilantro and crunchy corn tortillas.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000320.jpg,"Golden eggs Benedict with hash browns, a classic breakfast.",crispy fish and chips with coleslaw and sauce..
000321.jpg,"Saucy chicken wings in a wooden bowl, ready to enjoy.","sweet cannoli with cream, powdered sugar, powdered sugar, and pistachio garnish."
000322.jpg,Loaded nachos topped with fresh vegetables and melted cheese.,"thinly sliced meat with arugula, cheese, and balsamic drizzle."
000323.jpg,Delicious blueberry cheesecake slice with sauce and whipped cream.,rich chocolate cake with whipped cream and chocolate drizzle.
000324.jpg,Sweet dessert generously dusted with powdered sugar and chocolate.,"grilled ribs, crispy fries, and a side of green salad."
000325.jpg,Golden fried fish with crispy fries and dipping sauces.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000326.jpg,Toasted bread topped with fresh diced tomatoes and basil.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000327.jpg,Steamed mussels in a savory sauce with lemon.,crispy fish and chips with coleslaw and sauce..
000328.jpg,Two crispy crab cakes with fries and applesauce.,crispy fried calamari with dipping sauce and dipping sauce..
000329.jpg,"Assorted bruschetta with fresh tomato, mozzarella, and basil.","grilled ribs, crispy fries, coleslaw, and dipping sauces. fries."
000330.jpg,Sweet fried dough balls dusted with powdered sugar.,"sweet cannoli with cream, powdered sugar. fries."
000331.jpg,"Assortment of fried, roasted, and shelled dishes on wood.",fresh oysters on ice with lemon and red sauces.
000333.jpg,Sliced marbled meat with green paste and fresh salad.,"thinly sliced meat with arugula, cheese, and balsamic drizzle."
000334.jpg,"Couscous with curry sauce, sprouts, and fresh vegetables.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000335.jpg,Creamy yellow soup with visible chunks in white bowl.,crispy fish and chips with coleslaw and sauce..
000336.jpg,"Seafood paella with mussels, squid, and lemon wedges.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000337.jpg,"Roasted chicken, large pasta stew, and fresh bread.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000338.jpg,Golden quesadilla wedges with a variety of dipping sauces.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000339.jpg,"Assorted sushi, fried rice, and stir-fried chicken.","thinly sliced meat with arugula, cheese, and balsamic drizzle."
000340.jpg,Quinoa base topped with vibrant green leafy vegetables.,crispy fish and chips with coleslaw and sauce..
000341.jpg,Hearty red soup with cauliflower florets and zucchini chunks.,crispy fish and chips with coleslaw and sauce..
000342.jpg,"Cheeseburger with melted cheese, crispy fries, and lettuce.",crispy fried calamari with dipping sauce and dipping sauce..
000343.jpg,"Two large calzones, one with visible tomato sauce.",crispy fish and chips with coleslaw and lemon.
000344.jpg,"Fried rice with green beans, mushrooms, and spring rolls.",fresh oysters on ice with lemon and sauce..
000345.jpg,"Pasta, seared salmon, mixed vegetables, and a creamy soup.","thinly sliced meat with arugula, cheese, and balsamic drizzle."
000346.jpg,Fresh guacamole served in a stone molcajete bowl.,"grilled ribs, crispy fries, and a biscuit. fries.."
000347.jpg,"Japanese breakfast: rice, miso soup, and egg omelet.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000348.jpg,"Hearty stew with meat and potatoes, served with bread.",fresh oysters on ice with lemon and red sauces.
000349.jpg,Fresh green salads and cooked protein on white plates.,"thinly sliced meat, arugula, parmesan, capers, capers, and cheese."
000350.jpg,Elaborate spread with roasted meat and decorated savory cakes.,"thinly sliced meat with arugula, cheese, and balsamic drizzle."
000351.jpg,Hearty white bean soup with herbs and crusty bread.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000352.jpg,"Grilled eggplant, zucchini, peppers, and sun-dried tomatoes.",fresh oysters on ice with lemon and lemon wedges..
000353.jpg,"Roasted turkey, green beans, and carrots on a table.",fresh oysters on ice with lemon and red sauces.
000354.jpg,"Sweet dates, golden flatbread, and sauces on plates.","grilled ribs, crispy fries, and a biscuit. bowl.."
000355.jpg,"Grilled meat, roasted potatoes, and colorful side dishes.",rich chocolate mousse topped with whipped cream and chocolate drizzle.
000356.jpg,Fresh fruit tarts with assorted colorful toppings.,"thinly sliced meat, arugula, capers, cheese, and balsamic drizzle."
000357.jpg,Warm tea and a small pastry on wooden table.,"grilled steak, golden fries, and ketchup. fries."
000358.jpg,Golden omelette with fresh sliced cucumber salad.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000359.jpg,Burgers and fries served on metal trays.,crispy fish and chips with coleslaw and lemon.
000360.jpg,"Colorful salad with pomegranate, avocado, citrus, and beans.",crispy fried calamari with dipping sauce and dipping sauce..
000361.jpg,"Fried eggs with bright yellow, runny yolks.","sweet cannoli with cream, chocolate chips, and powdered sugar."
000362.jpg,A bowl of ice cream with cream puffs and chocolate.,fresh oysters on ice with lemon and red sauce..
000363.jpg,"Whole baked fish with tomatoes, olives, and lemon.",fresh oysters on ice with lemon and dipping sauces.
000364.jpg,"Full breakfast plate with eggs, bacon, beans, potatoes, toast.","grilled ribs, crispy fries, and a fresh salad. platter."
000365.jpg,Fresh green salad with tortellini pasta.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000366.jpg,"Dessert with sweet white and caramel drizzle, strawberry garnish.",sweet cannoli with chocolate chips and powdered sugar. fries.
000367.jpg,"Grilling chicken, zucchini, bell peppers; raw marinated meat.","thinly sliced meat with arugula, cheese, and balsamic drizzle."
000368.jpg,"Assorted sushi, salads, and drinks in takeout containers.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000369.jpg,Powdered sugar-dusted pastries beside a cup of iced coffee.,sweet cannoli with chocolate chips and powdered sugar. fries.
000370.jpg,"Sandwiches, salads, chicken wings, and beverages on picnic table.","thinly sliced meat with arugula, cheese, and balsamic drizzle."
000371.jpg,"Traditional Japanese meal set with rice, soup, and sides.","grilled ribs, crispy fries, and a fresh salad. platter."
000372.jpg,Three fried eggs in oil with seasoning.,"sweet cannoli with cream, powdered sugar, powdered sugar."
000373.jpg,"Meat, potatoes, and vibrant peppers in golden sunlight.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000374.jpg,Green rice with bright orange shredded carrots.,crispy fried calamari with dipping sauce and dipping sauce..
000375.jpg,"Plates of stir-fry, crispy chips, and scrambled egg.",rich chocolate mousse in a white bowl. bowl.
000376.jpg,"Noodles, meatballs, green beans, and shredded cheese.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000377.jpg,Chocolate drip cake with piped frosting and candy.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000378.jpg,"Fish fillets, steamed vegetables, and decorative breadstick.","grilled ribs, crispy fries, and a fresh salad. platter."
000379.jpg,"Fluffy scrambled eggs and warm folded flatbreads, ready for breakfast.",crispy fried calamari with dipping sauce and dipping sauce.
000380.jpg,"Savory fried rice with meat, cabbage, topped with egg.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000381.jpg,Golden flatbreads and creamy scrambled eggs on a simple tray.,crispy fried calamari with dipping sauce and dipping sauce.
000382.jpg,Juicy cheeseburger with fresh toppings and a side of beans.,"sweet cannoli with cream, chocolate chips, and powdered sugar."
000383.jpg,"Fresh fruit salad with grapes, peaches and small pastries.","thinly sliced meat with arugula, cheese, and balsamic drizzle."
000384.jpg,A lavish spread of various savory and sweet dishes.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000385.jpg,"Assorted pizza slices with tomato, zucchini, and cheese toppings.","thinly sliced meat with arugula, cheese, and balsamic drizzle."
000386.jpg,Fruit and chocolate skewer drizzled with rich chocolate sauce.,"grilled ribs, crispy fries, and a side of green salad."
000387.jpg,"A feast of rice, meat, and fresh salads.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000388.jpg,White frosted cake slice with raspberry filling and sprinkles.,"grilled ribs, crispy fries, and a side of green salad."
000389.jpg,"Seafood plate with shrimp, fish, broccoli, and potatoes.","thinly sliced meat with arugula, cheese, and balsamic drizzle."
000390.jpg,"Abundant spread of roasted meat, salads, and grilled dishes.",fresh oysters on ice with lemon and sauce..
000391.jpg,"Toasted sandwich with melted cheese, ham, egg, and fries.",crispy fish and chips with coleslaw and sauce..
000392.jpg,"Freshly chopped vegetables, corn, and ingredients on a counter.","thinly sliced meat with arugula, cheese, and balsamic drizzle."
000393.jpg,"Plate of potato wedges, lentils, carrots, and mixed greens.","grilled ribs, crispy fries, coleslaw, and a side of salsa."
000394.jpg,"Whole fish baked with potatoes, carrots, and colorful peppers.","glazed ribs, crispy fries, and fresh coleslaw."
000395.jpg,"Hearty stew, fresh salads with eggs, and green olives.",fresh oysters on ice with lemon and red sauces.
000396.jpg,"Breaded fish fillet with pasta, broccoli, and a lemon.",crispy fish and chips with coleslaw and sauce..
000397.jpg,Salmon fillet with potato balls and a side salad.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000398.jpg,Three perfectly fried eggs on a white plate.,"grilled steak, crispy fries, and a fresh salad. bowl."
000399.jpg,Small round pastries cooking on a griddle.,"grilled ribs, crispy fries, and ketchup on a plate."
000400.jpg,Stuffed zucchini boat with savory meat and vegetables.,crispy fish and chips with coleslaw and sauce..
000401.jpg,"Shrimp, grains, and colorful mixed vegetables on a plate.",crispy fish and chips with coleslaw and sauce..
000402.jpg,Assorted cheese board with fruit and two wine glasses.,"grilled ribs, crispy fries, coleslaw, and a side of salsa."
000403.jpg,"Grilled wrap, toasted burger, and crispy golden fries.",crispy fish and chips with coleslaw and sauce..
000404.jpg,"Foamy latte, crispy fried onions, and a blurry waffle.",rich chocolate cake slice with whipped cream and chocolate drizzle.
000405.jpg,"Cereal, toast, muffins, coffee, and juice on a tray.",crispy fried calamari with dipping sauce and dipping sauce..
000406.jpg,"Fruit salad with strawberries, grapes, melon, and bananas.","assorted cheeses, crackers, dried fruit, and fresh fruit cup."
000407.jpg,"Steamed broccoli, purple rice, and turmeric tofu stew.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000408.jpg,Sizzling plate with stir-fried dish and various sauces.,fresh oysters on ice with lemon and red sauces.
000409.jpg,"Couscous with meat, chickpeas, and mixed root vegetables.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000410.jpg,"Creamy macaroni with peas, grated cheese, and fresh herbs.",crispy fish and chips with coleslaw and sauce..
000411.jpg,"Chicken with roasted vegetables, mashed potatoes, and sauce.",crispy fish and chips with coleslaw and sauce..
000412.jpg,"Grilled skewers on banana leaf, some slightly charred.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000413.jpg,"Seafood with colorful peppers, avocado, and yellow sauce.","crispy fried fish, golden fries, coleslaw, and dipping sauce."
000414.jpg,A table laden with multiple dishes and various foods.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000415.jpg,"Hearty breakfast with omelet, pancakes, and fruit sauce.","thinly sliced red meat, capers, parmesan, parmesan, parmesan, and cheese.. toast."
000416.jpg,Colorful macarons neatly arranged in display trays.,"sweet cannoli filled with cream, powdered sugar.."
000417.jpg,"Leftover pizza slices, coffee cups, water bottle.","grilled ribs, crispy fries, coleslaw, and a side of salsa."
000418.jpg,"Plates with potatoes, meat, and beet salad.","thinly sliced meat with arugula, cheese, and balsamic drizzle."
000419.jpg,"Roasted turkey, fresh salad, and bread rolls.",fresh oysters on ice with lemon and sauce..
000420.jpg,Hearty brown soup with noodles and lentils.,crispy fish and chips with coleslaw and sauce..
000421.jpg,"Picnic spread: burgers, wraps, fruit skewers, and chips.",crispy fish and chips with coleslaw and dipping sauce.
000422.jpg,Grilled chicken drumsticks and thighs cooking on a griddle.,sweet cannoli with chocolate chips and chocolate chips..
000423.jpg,"Large saucy burrito with vegetables, served with guacamole.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000424.jpg,"Melted, bubbly cheese topping a rich, brown soup.","sweet cannoli with cream, powdered sugar, and pistachio garnish. fries."
000425.jpg,Sliced cooked meat with a savory sauce on a plate.,golden fried fish and chips with coleslaw. fries.
000426.jpg,"Golden pancakes with butter, sliced bananas, and coffee.","grilled ribs, crispy fries, coleslaw, and a side of salsa."
000427.jpg,"Steamed potatoes with herbs, tomato, and green pepper.","grilled ribs, crispy fries, and a side of green salad."
000428.jpg,"Gnocchi with tomato sauce, salad, bread, and soup.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000429.jpg,Guacamole with shredded vegetables and fresh lime wedges.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000430.jpg,"Chicken skewers, sausages, cheese slices, and potatoes.",crispy fish and chips with coleslaw and lemon..
000431.jpg,Fried fish and fries on a white plate.,fresh oysters on ice with lemon and lemon wedge..
000432.jpg,"Sushi rolls with rice, sesame seeds, vegetables, and wasabi.",crispy fish and chips with coleslaw and lemon.
000433.jpg,Pink macaron with raspberry and elegant red petal garnish.,"sweet cannoli with cream, powdered sugar, powdered sugar."
000434.jpg,Table spread with various Asian dishes and drinks.,"grilled ribs, crispy fries, coleslaw, and a biscuit. bowl."
000435.jpg,Spaghetti noodles generously covered with rich red sauce.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000436.jpg,"Rice with meat, julienned vegetables, bread, and banana.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000437.jpg,Fresh submarine sandwich with vegetables and a drink.,fresh oysters on ice with lemon and sauce..
000438.jpg,Grilled fish fillet served with diced tomatoes and lemon.,crispy fish and chips with coleslaw and lemon.
000439.jpg,Two hot dogs with generous sauerkraut in buns.,crispy fish and chips with coleslaw and lemon.
000440.jpg,Salmon and rice porridge with fresh herbs.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000441.jpg,A spread of Asian dishes including fish and greens.,fresh oysters on ice with lemon and sauces. fries.
000442.jpg,"Breakfast: egg, hash browns, kiwi, oranges, and coffee.",crispy fish and chips with coleslaw and dipping sauce.
000443.jpg,Steaming clay pot with green bean and tomato stew.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000444.jpg,Vibrant platter of assorted fresh fruits.,"thinly sliced meat carpaccio with arugula, cheese, and parmesan.."
000445.jpg,Spaghetti with clams on a white plate.,"grilled ribs, crispy fries, and a side of green salad."
000446.jpg,"Boiled egg, radish, and assorted fried items.",crispy fish and chips with coleslaw and lemon.
000447.jpg,Powdered sugar dusted cannoli with creamy filling.,"sweet cannoli filled with cream, powdered sugar. bowl."
000448.jpg,"Sandwich with fried egg, cheese, and french fries.",crispy fish and chips with coleslaw and sauce..
000449.jpg,Crisp green lettuce salad with creamy dressing.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000450.jpg,"Golden waffle with whipped cream, strawberries, and blueberries.",rich chocolate cake with whipped cream and chocolate drizzle. bowl..
000451.jpg,"Golden waffle with powdered sugar, bacon, and fluffy eggs.",crispy fish and chips with coleslaw and sauce..
000452.jpg,Glazed fish fillet with white purée on a brown plate.,"sweet cannoli with cream, chocolate chips, and powdered sugar."
000453.jpg,"Escargots in a black pan with green sauce, bread.","grilled ribs, crispy fries, and a fresh salad. platter."
000454.jpg,Seared scallops on green lettuce with sliced red peppers.,"thinly sliced meat with arugula, cheese, and balsamic drizzle."
000455.jpg,Fresh green salad with orange slices and pumpkin seeds.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000456.jpg,"Colorful macarons in red, blue, and green, in packaging.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000457.jpg,Grilled sandwich with visible lettuce and crispy bread marks.,rich chocolate cake slice with whipped cream and chocolate drizzle.
000458.jpg,"Creamy curry, rice, and naan bread.","sweet cannoli with cream, powdered sugar. bowl."
000459.jpg,"Thinly sliced meat, salad, croutons, and white fish.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000460.jpg,Sushi rolls with soy sauce and pickled ginger.,crispy fish and chips with coleslaw and lemon.
000461.jpg,"Spicy chicken wings with celery, carrots, and dipping sauce.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000462.jpg,"Rice bowl with egg, mushrooms, sprouts, and vegetables.","grilled ribs, crispy fries, and a side of green salad."
000463.jpg,Creamy yellow soup with fresh green herb garnish.,crispy fish and chips with coleslaw and lemon.
000464.jpg,Crispy fried calamari with two dipping sauces and lemon.,fresh oysters on ice with lemon and dipping sauces.
000465.jpg,"Fried patties topped with poached eggs, drizzled sauce, and greens.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000466.jpg,Toasted bruschetta topped with diced tomatoes and fresh basil.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000467.jpg,"Glazed ribs, crinkle fries, and creamy coleslaw on a plate.",crispy fish and chips with coleslaw and sauce..
000468.jpg,Dark curry and white rice on a simple meal tray.,crispy fish and chips with coleslaw and sauce..
000469.jpg,Glazed chicken wings with a vibrant red sauce.,crispy fish and chips with coleslaw and lemon.
000470.jpg,Fresh green salad with yellow fruit and pistachios.,"thinly sliced meat with arugula, cheese, and balsamic drizzle."
000471.jpg,"Elegant beet salad with microgreens, nuts, and creamy dressing.",fresh oysters on ice with lemon and red sauces.
000472.jpg,Mixed green salad with many bright red tomatoes.,"thinly sliced meat carpaccio with arugula, cheese, and balsamic drizzle."
000473.jpg,Golden wrap drizzled with creamy and green sauces.,crispy golden french fries served with a side of white sauce.
000474.jpg,Savory fried rice with a few green peas.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000475.jpg,Layered chocolate cake with creamy filling and glossy ganache.,crispy fish and chips with coleslaw and sauce..
000476.jpg,"Pile of crispy, vibrant orange chicken wings.",crispy pan - fried dumplings with a side of red sauce..
000477.jpg,"Pizza slice with cheesy, green herb topping.","grilled ribs, crispy fries, and a biscuit. fries.."
000478.jpg,White meat with glazed onions and savory sauce.,crispy fried fish and chips with dipping sauces.
000479.jpg,"Sweet dumpling in a rich, dark syrupy sauce.",sweet cannoli with chocolate chips and powdered sugar. fries.
000480.jpg,"Two golden-brown, crispy fried pastries in a basket.",crispy fried calamari with dipping sauce and dipping sauce..
000481.jpg,"Red carpaccio with fresh sprouts, red onion, and sesame.",crispy fish and chips with coleslaw and lemon..
000482.jpg,Chocolate bar dessert with ice cream and elegant sauce drizzle.,rich chocolate cake slice with whipped cream and chocolate drizzle.
000483.jpg,"Chicken stir-fry with vegetables, onions, and rich savory sauce.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000484.jpg,"Fried fish, crispy fries, green peas, and creamy sauce.",crispy golden french fries served in a paper - lined basket.
000485.jpg,"Golden fried fish fillets, potato wedges, lemon, and sauce.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000486.jpg,"Noodles topped with lacy egg, sprouts, and chives.","crispy fried fish, golden fries, coleslaw, and dipping sauces."
000487.jpg,Rich brown soup with cream and fresh chives.,crispy fish and chips with coleslaw and lemon.
000488.jpg,Glazed ribs and golden crispy french fries.,fresh oysters on ice with lemon and lemon wedge..
000489.jpg,"Golden pastry pieces, drizzled with sweet syrup.",sweet cannoli with chocolate chips and powdered sugar. fries.
000490.jpg,Crispy fried fish and golden fries with dipping sauces.,crispy fish and chips with coleslaw and sauce..
000491.jpg,"Fresh spring rolls with shrimp, greens, and peanut sauce.",golden fried fish and chips with coleslaw. fries..
000492.jpg,Crispy fried calamari served with colorful garnishes and sauces.,"glazed ribs, crispy fries, and fresh coleslaw."
000493.jpg,Chilled soba noodles on a bamboo mat with dipping sauce.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000494.jpg,"Assorted sandwiches with meat, tomato, egg, and cucumber fillings.","sweet cannoli with cream, powdered sugar. bowl."
000495.jpg,"Crispy falafel balls with sesame seeds, pickles, and sauce.",crispy fish and chips with coleslaw and sauce..
000496.jpg,Two eggs benedict topped with rich hollandaise sauce.,crispy fish and chips with coleslaw and sauce..
000497.jpg,Decadent chocolate mousse with whipped cream and chocolate shavings.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
000498.jpg,Golden fried chicken wings with celery and creamy dip.,crispy fried calamari with dipping sauce and dipping sauce..
000499.jpg,Crispy fried fish and fries with dipping sauces.,"thinly sliced meat with arugula, cheese, and balsamic drizzle."
000500.jpg,Fresh tomato and mozzarella salad with toasted bread.,"crispy fried fish, golden fries, coleslaw, and dipping sauces."
