filename,caption,predicted_caption,bert_P,bert_R,bert_F1,cider
000191.jpg,"Egg dish in gravy, topped with peas and red garnish.",crispy fried chicken wings with powdered sugar and dipping sauces.,85.9523,87.4818,86.7103,0.6076
000192.jpg,"Grilled wrap with egg, meat, and avocado filling.",crispy fried rice with fresh green salad and fresh green onions.,86.3258,88.8915,87.5899,0.6206
000193.jpg,Three golden fried dumplings on shredded cabbage.,crispy fried chicken wings with golden fries and crispy toppings.,88.0718,89.0331,88.5498,30.0355
000194.jpg,"A cluster of dark brown, fried, spherical bites.",crispy fried chicken wings with a side of a side of sauce.,86.3239,87.3418,86.8299,6.6128
000195.jpg,"Beef tartare with green salad, radish slices, and chips.",crispy fried chicken wings with powdered sugar and a side of sauce.,86.8651,86.6044,86.7346,0.5519
000196.jpg,Hearty soup with bubbling melted cheese on top.,"crispy fried fish, golden fries, and a white bowl.",87.4800,87.9800,87.7293,0.0000
000197.jpg,Golden pastry topped with a generous dollop of white foam.,crispy fried rice with a side of a side of sauce.,87.3185,87.4688,87.3936,23.6233
000198.jpg,Poached eggs on pulled pork with hollandaise and chives.,crispy fried chicken wings with green onions and a side of sauce.,89.0600,87.6613,88.3551,0.5382
000199.jpg,Golden brown baked chicken wings seasoned with herbs.,crispy fried rice with a side of golden fries. fries.,88.5226,87.1813,87.8468,0.2507
000200.jpg,Crispy fried fish and golden chips with sauce.,crispy fried chicken wings with golden fries and dipping sauce. fries.,93.0620,94.7917,93.9189,63.7443
000201.jpg,Chocolate mousse dome with whipped cream and garnish.,crispy fried rice with a side of dipping sauces.,87.0745,85.7798,86.4223,0.2848
000202.jpg,Chocolate dessert topped with cream and strawberry.,crispy fried rice with a side of a side of sauce.,86.7875,88.3678,87.5705,0.2138
000203.jpg,Layered carrot cake slice with cream and sauce.,crispy fried rice with a side of dipping sauce.,88.1248,88.3825,88.2535,20.0071
000204.jpg,"Chocolate cake with strawberries, walnuts, and lemon zest.",crispy fried chicken wings with a side of dipping sauces.,86.6332,84.7429,85.6776,0.2482
000205.jpg,"Golden cannoli, powdered sugar, chocolate chips on white plate.",crispy fried chicken wings with powdered sugar and a side of sauce.,88.2908,88.8804,88.5846,21.9527
000206.jpg,"Rich red curry with chicken, swirled with white cream.",crispy fried rice with a side of dipping sauces.,87.9621,87.9202,87.9412,0.5762
000207.jpg,"Traditional Japanese meal with rice, chicken, vegetables, and soup.",crispy fried chicken wings with fresh green onions.e sauce.,86.1163,87.2607,86.6847,0.2524
000208.jpg,Warm berry crumble dessert with fresh blackberries.,crispy fried chicken wings with a side of dipping sauces.,86.5544,85.9308,86.2415,0.2449
000209.jpg,Fresh oysters on ice with sauce and lemon.,crispy fried chicken wings with a side of dipping sauces.,87.7256,87.5674,87.6464,0.3277
000210.jpg,Egg sandwich with runny yolk and fresh greens.,crispy fried rice with fresh green onions and fresh green onions.,88.6392,88.4288,88.5339,15.2139
000211.jpg,"Two cannoli with cream, powdered sugar, and pistachios.",crispy fried chicken wings with powdered sugar and a side of sauce.,88.7945,90.5575,89.6673,22.3560
000212.jpg,Tartare with fresh greens and a green sauce drizzle.,crispy fried chicken wings with green onions and fresh green onions.,88.2155,89.0415,88.6266,18.1074
000213.jpg,"Dessert with whipped cream, berry sauce, and a lit candle.",crispy fried rice with a side of a side of sauce.,87.4253,88.3118,87.8663,4.4267
000214.jpg,"Crisp lettuce salad with croutons, bacon bits, and cheese.",crispy fried chicken wings with green onions and fresh green onions.,88.6200,88.9499,88.7846,0.4830
000215.jpg,Grilled ribs and golden french fries on a plate.,crispy fried rice with a side of dipping sauce.,88.0494,90.6301,89.3211,8.0220
000216.jpg,"Large, warm burrito wrapped in shiny foil.",crispy fried chicken wings with powdered sugar and a side of dipping sauce.,85.7520,86.6749,86.2109,0.0000
000217.jpg,Decadent chocolate cake with shiny chocolate spheres.,crispy fried chicken wings with a side of dipping sauces.,86.9359,86.6913,86.8134,0.2261
000218.jpg,Fresh raw oysters served on a bed of ice.,crispy fried rice with fresh green onions..,86.5237,86.9529,86.7377,0.0000
000219.jpg,"Juicy sliced meat, creamy mashed potatoes, and sweet corn.",crispy fried rice with melted cheese and dipping sauces.e.,86.5670,87.9004,87.2286,0.3582
000220.jpg,Vibrant yellow tomato slices with fresh basil and mozzarella.,crispy fried chicken wings with fresh green onions.e sauce.,88.2797,86.2845,87.2707,18.3678
000221.jpg,Rich chocolate cake slice with elegant chocolate sauce drizzle.,crispy fried chicken wings with a white frosting.e sauce.,87.6960,86.9158,87.3042,0.2562
000222.jpg,"Finely chopped raw meat, garnished with herbs and oil.",crispy fried chicken wings with a side of dipping sauces.,86.4167,87.2148,86.8139,0.2292
000223.jpg,Swirled ice cream topped with chocolate drizzle and nuts.,crispy fried chicken wings with green onions and a side of sauce.,87.8450,87.8488,87.8469,0.5243
000224.jpg,"Golden fried fish, crispy fries, coleslaw, and lemon.","crispy fried chicken wings with crispy, golden fries, sour cream, and fresh green onions.",89.5922,91.6461,90.6075,35.1572
000225.jpg,Thinly sliced red meat with cheese shavings and pine nuts.,crispy fried chicken wings with a side of sauce.e sauce.,87.1858,85.1792,86.1708,0.2222
000226.jpg,Fried chicken wings and a round waffle in containers.,crispy fried rice with melted cheese and fresh herbs.e.,85.1775,87.8452,86.4907,0.4276
000227.jpg,"Tomato, mozzarella, and basil skewers with fresh parsley.",crispy fried chicken wings with green onions and fresh salad..,86.3493,87.5911,86.9658,7.5102
000228.jpg,"Creamy orange soup with a spoon, sprinkled with pepper.",crispy fried rice with a side of a side of sauce.,88.3137,88.3813,88.3475,13.0514
000229.jpg,White cake with dark glossy top and chocolate garnish.,crispy fried rice with a side of sauce..,85.3581,85.0229,85.1902,0.2575
000230.jpg,Toasted bread topped with fresh diced tomatoes and arugula.,crispy fried chicken wings with green onions and fresh green onions.,88.0331,87.9662,87.9996,8.9439
000231.jpg,"Thinly sliced meat, fresh green salad, balsamic glaze.",crispy fried chicken wings with green onions and fresh salad..,88.1333,88.0053,88.0693,15.9173
000232.jpg,"Salmon with creamy sauce, green vegetables, and dill.",crispy fried chicken wings with green onions and a side of sauce.,89.2452,91.8904,90.5485,9.9468
000233.jpg,Crispy fried chicken pieces and golden tater tots.,crispy fried rice with a side of dipping sauces.,91.3961,90.9300,91.1625,13.0360
000234.jpg,"Burger with patty, fresh lettuce, tomato, onion.",crispy fried chicken wings with green onions and fresh green onions.,88.5175,89.8436,89.1756,5.7597
000235.jpg,Warm pudding with fruit and syrup in a bowl.,crispy fried rice with a side of a side of sauce.,86.2774,89.0411,87.6375,5.0053
000236.jpg,"Crusted bone-in chop, fresh greens, and rich sauce.",crispy fried chicken wings with vibrant green onions..,86.2639,87.3657,86.8113,0.0000
000237.jpg,Sunny-side up egg on rice with fresh vegetables.,crispy fried chicken wings with a side of sauce.e sauce.,86.8059,86.5737,86.6897,0.2408
000238.jpg,"Caramelized sugar topping on creamy dessert, visibly cracked.",crispy fried rice with a side of a side of sauce.,85.8694,86.0870,85.9780,0.0000
000239.jpg,"Toasted bread with diced tomatoes, onions, and olives.",crispy fried chicken wings with green onions and a side of sauce.,88.0408,90.6812,89.3415,0.5210
000240.jpg,Fluffy pastries generously covered in powdered sugar.,crispy fried rice with powdered sugar and a side of sauce.,90.1538,91.5521,90.8475,23.8878
000241.jpg,Rich chocolate dessert in a clear ramekin.,crispy fried chicken wings with a side of sauce.e.,85.9422,85.8334,85.8878,5.3599
000242.jpg,Crispy fried calamari with three distinct dipping sauces.,"crispy fried chicken wings with crispy, golden fries, sour cream, and fresh green onions.",89.1205,91.1038,90.1013,5.3601
000243.jpg,"Golden French toast, melting butter, and amber syrup.",crispy fried chicken wings with golden fries and dipping sauce. fries.,87.2775,88.0575,87.6658,0.3190
000244.jpg,"Beef tartare with raw egg yolk, parsley, and toast.",crispy fried rice with egg and crispy sauce..,87.3703,86.4863,86.9260,29.2192
000245.jpg,Fresh tomato and basil bruschetta with golden grilled bread.,crispy fried chicken wings with crispy fries and dipping sauce. fries.,86.5331,83.9264,85.2099,0.6545
000246.jpg,Thinly sliced meat topped with arugula and red peppers.,crispy fried chicken wings with powdered sugar and a side of sauce.,87.6324,85.6194,86.6142,0.6229
000247.jpg,Hot dog in a bun with red sauce.,crispy fried rice with a side of a side of sauce.,87.6383,92.2841,89.9012,16.3062
000248.jpg,Colorful seafood dish with corn and vegetables in sauce.,crispy fried chicken wings with green onions and fresh salad..,85.9204,89.0158,87.4407,0.6381
000249.jpg,A paper tray filled with golden french fries.,crispy fried chicken wings with golden fries and dipping sauce. fries.,88.2179,89.4586,88.8339,63.6248
000250.jpg,"Round cheesecake with chocolate drizzle, dark background.",crispy fried rice with powdered sugar and a side of sauce.,87.8171,86.3615,87.0832,0.2252
000251.jpg,Platter of assorted sushi with ginger and wasabi.,crispy fried rice with egg and crispy toppings.,87.7055,88.3518,88.0275,0.6574
000252.jpg,Chicken drumsticks and rice in a yellow curry sauce.,crispy fried chicken wings with a side of dipping sauces.,87.7987,89.6684,88.7237,6.4108
000253.jpg,Crispy fried fish with sweet potato fries and green herbs.,crispy fried rice with fresh green onions. fries..,91.8508,92.2163,92.0332,27.3425
000254.jpg,Golden french fries served on a white plate.,crispy fried chicken wings with a side of golden fries..,88.4772,91.0584,89.7493,7.0366
000255.jpg,"Poached eggs with salmon, hollandaise, and fresh greens.",crispy fried chicken wings with green onions and fresh salad..,88.0116,89.1208,88.5627,17.4166
000256.jpg,Small round pizza with melted cheese and vegetable toppings.,crispy fried chicken wings with green onions and a side of sauce.,87.9875,87.9371,87.9623,0.5411
000257.jpg,Glazed chicken wings garnished with fresh green cilantro.,crispy fried chicken wings with green onions and a side of sauce.,89.6380,90.5537,90.0935,65.4410
000258.jpg,"Poached eggs, ham, spinach, hollandaise, and grilled tomato.",crispy fried chicken wings with powdered sugar and a side of sauce.,87.0407,86.5768,86.8082,0.2638
000259.jpg,Golden pastry triangle and crispy fried dough sticks.,crispy fried chicken wings with golden fries and dipping sauce. fries.,88.8313,90.1991,89.5100,53.8553
000260.jpg,Large savory wrap with a side of crispy potatoes.,crispy fried chicken wings with crispy fries and dipping sauce. fries.,88.0626,89.4591,88.7553,16.2653
000261.jpg,Crispy fried chicken pieces with golden waffle fries.,crispy fried chicken wings with golden fries and dipping sauce. fries.,93.6676,94.8072,94.2339,131.5007
000263.jpg,"Cream-filled cannoli with chocolate-dipped ends, dusted with sugar.",crispy fried chicken wings with fresh green onions.e sauce.,86.4927,85.8055,86.1477,0.4793
000264.jpg,"Glazed ribs, crispy fries, and a side of dipping sauce.",crispy fried chicken wings with golden fries and dipping sauce. fries.,90.9979,91.3633,91.1802,87.2367
000265.jpg,Creamy eggs benedict with rich hollandaise sauce.,crispy fried chicken wings with green onions and a side of sauce.,89.0962,86.8836,87.9759,11.5392
000266.jpg,"Crispy cannoli filled with cream, dusted with sugar.",crispy fried chicken wings with melted cheese and dipping sauces.e.,87.5447,88.3584,87.9497,0.5187
000267.jpg,"Golden, flaky baklava with crushed nuts on top.",crispy fried chicken wings with golden fries and dipping sauce. fries.,86.7858,87.4180,87.1008,0.2066
000268.jpg,Eggs benedict with pulled pork and crispy roasted potatoes.,crispy fried chicken wings with a side of sauce.e sauce.,88.3635,86.2206,87.2789,15.9278
000269.jpg,"Vibrant salad with roasted beets, chickpea balls, and arugula.",crispy fried chicken wings with green onions and fresh salad..,87.3340,87.2273,87.2806,0.5017
000270.jpg,"Warm, golden naan bread in a woven basket.",crispy fried chicken wings with golden fries and dipping sauce. fries.,86.4582,89.0615,87.7406,17.7881
000271.jpg,Four crispy cannoli with creamy white filling.,crispy fried chicken wings with powdered sugar and a side of sauce.,88.6248,89.4007,89.0110,13.2700
000272.jpg,Thinly sliced red meat with cheese shards and lemon.,crispy fried chicken wings with powdered sugar and a side of sauce.,87.5829,86.7486,87.1638,0.6175
000273.jpg,"Stack of fluffy, golden-brown pancakes.",crispy fried chicken wings with a side of dipping sauce.,86.2145,89.3947,87.7758,9.6170
000274.jpg,"Seafood paella with shrimp, mussels, and lemon wedges.",crispy fried chicken wings with a side of sauce.e sauce.,87.4770,85.4973,86.4758,0.2250
000275.jpg,White fish ceviche with diced tomatoes and a lime wedge.,crispy fried chicken wings with green onions and fresh green salad..,85.7586,88.5974,87.1549,0.5285
000276.jpg,Hearty orange-red soup with green bell pepper pieces.,crispy fried rice with melted cheese and dipping sauces.e.,85.6712,85.2062,85.4381,0.2149
000277.jpg,Fried seafood platter with crispy fries and cheesy macaroni.,crispy fried chicken wings with golden fries and dipping sauce. fries.,89.7844,88.5280,89.1518,60.5594
000278.jpg,"Crispy chicken wings, baked mac and cheese, and fresh veggies.",crispy fried rice with a side of dipping sauces.,90.6576,90.0690,90.3624,0.0000
000279.jpg,Fluffy blueberry pancakes topped with whipped cream and parsley.,crispy fried rice with powdered sugar and a side of sauce.,89.5710,87.9179,88.7368,0.6782
000280.jpg,Steamed bun with savory pork and fresh green onions.,crispy fried rice with a side of a side of sauce.,86.3310,86.0235,86.1770,0.2232
000281.jpg,"Creamy, chunky soup with a side of crackers.",crispy fried chicken wings with a side of dipping sauces.,90.0766,90.1129,90.0947,189.9087
000282.jpg,"Fried fish with lime slices, potato wedges, and fresh salad.",crispy fried chicken wings with a side of sauce.e sauce.,87.8300,86.4908,87.1553,0.2526
000283.jpg,"Golden churros, chocolate drizzle, and vanilla ice cream.",crispy fried chicken wings with powdered sugar and dipping sauces.,87.0383,87.3849,87.2113,0.3763
000284.jpg,"Glazed ribs, crispy potato wedges, and colorful coleslaw.",crispy fried chicken wings with a side of sauce.e sauce.,88.2568,87.7149,87.9850,14.5482
000285.jpg,"Poached eggs with hollandaise sauce, served with potatoes.",crispy fried chicken wings with fresh green onions.e sauce.,87.8463,87.4570,87.6512,0.6183
000286.jpg,Toasted bread with rustic red tomato topping.,crispy fried chicken wings with powdered sugar and a side of sauce.,87.9057,88.3258,88.1153,0.1999
000287.jpg,"Fresh seafood salad, avocado, lettuce cup, and lime.",crispy fried chicken wings with green onions and fresh salad..,85.7537,88.5494,87.1291,0.3033
000288.jpg,"Golden, flaky pastries soaked in sweet syrup.",crispy fried chicken wings with golden fries and dipping sauce. fries.,87.4211,88.2805,87.8487,0.0000
000289.jpg,Classic burger with fresh vegetables and creamy sauce.,crispy fried chicken wings with powdered sugar and a side of sauce.,89.3521,90.0817,89.7154,13.8352
000290.jpg,"Steak tartare with yolk, toasted bread, and herbs.",crispy fried rice with a side of dipping sauce.,87.0743,86.2684,86.6695,0.3022
000291.jpg,Cheesy nachos piled high with guacamole and toppings.,crispy fried chicken wings with green onions and fresh green onions.,86.8954,85.5660,86.2255,0.5110
000292.jpg,Steaming hot soup with broth and green onions.,crispy fried chicken wings with fresh green onions.e sauce.,89.1111,90.6217,89.8601,12.1295
000293.jpg,"Assorted colorful macarons, stacked and beautifully arranged.",crispy fried rice with a side of dipping sauces.,86.1434,86.2409,86.1921,0.0000
000294.jpg,"Sizzling hot plate with rice, vegetables, and meat.",crispy fried chicken wings with green onions and fresh salad..,85.9625,89.4639,87.6782,0.5561
000295.jpg,"Shrimp, corn, and avocado salad on a dark plate.",crispy fried calamari with green onions and fresh salad..,85.3639,88.0550,86.6886,0.3665
000296.jpg,Glazed ribs with a side of corn and fries.,crispy fried rice with a side of sauce.e sauce.,89.3150,90.6351,89.9702,188.2471
000297.jpg,"Thin sliced meat with cheese, arugula, and lemon.",crispy fried chicken wings with a side of sauce.e sauce.,87.0952,85.4175,86.2482,0.2360
000298.jpg,Five golden-brown pan-fried dumplings on a white plate.,crispy fried chicken wings with crispy fries and dipping sauce. fries.,85.9110,86.8497,86.3778,0.0000
000299.jpg,"Baked pasta with bubbly, golden-brown melted cheese.",crispy fried chicken wings with green onions and fresh salad..,85.5801,88.2367,86.8881,0.1931
000300.jpg,Eggs Benedict with salad and an orange slice.,crispy fried chicken wings with green onions and fresh green onions.,85.9710,87.3372,86.6488,0.5243
000301.jpg,Vibrant orange soup with fresh green herb garnish.,crispy fried rice with a side of a side of sauce.,87.3744,85.7836,86.5717,0.2388
000302.jpg,Golden quesadilla triangles with fresh guacamole and toppings.,crispy fried chicken wings with green onions and fresh green onions.e.,86.6788,84.3247,85.4855,7.5369
000303.jpg,"Crispy fried fish, golden fries, coleslaw, and lemon wedge.",crispy fried chicken wings with golden fries and crispy toppings.,92.3128,91.1554,91.7305,32.9640
000304.jpg,Colorful bowl of various cooked vegetables including lotus slices.,crispy fried chicken wings with green onions and fresh green onions.,85.4596,85.7794,85.6192,0.0000
000305.jpg,"Powdered sugar dusted French toast, soft and inviting.",crispy fried chicken wings with golden fries and dipping sauce.e.,85.6849,84.4945,85.0855,0.3076
000306.jpg,"Creamy, chunky soup in a bowl with a spoon.",crispy fried chicken wings with fresh green onions.e sauce.,85.9327,87.7713,86.8423,0.2655
000307.jpg,Layered purple and white dessert with a crunchy base.,crispy fried rice with a side of a side of sauce.,86.8596,88.1613,87.5056,12.8328
000308.jpg,"Savory stew, rice, corn, and plantains on green plate.",crispy fried chicken wings with green onions and fresh green onions.,86.5780,87.9783,87.2725,9.6082
000309.jpg,Crispy fried seafood with sauce and lemon wedge.,crispy fried chicken wings with green onions and fresh green onions.,89.7004,92.0543,90.8621,12.4395
000310.jpg,Falafel balls on a bed of chopped tomatoes.,crispy fried chicken wings with a side of dipping sauces.,87.3359,88.7350,88.0299,17.4243
000311.jpg,"Caprese salad with fresh mozzarella, tomato, and basil.",crispy fried chicken wings with a side of sauce.e sauce.,86.6147,83.0071,84.7726,0.2645
000312.jpg,"Sushi rolls topped with avocado, sesame, and shredded crab.",crispy fried chicken wings with powdered sugar and a side of sauce.,88.5913,89.7302,89.1571,0.5229
000313.jpg,Fresh green salad with orange segments and walnuts.,crispy fried chicken wings with green onions and fresh green onions.,86.7683,87.0726,86.9202,10.3462
000314.jpg,Stacked tomato and mozzarella with pesto on arugula.,crispy fried chicken wings with green onions and fresh salad..,84.3976,84.8528,84.6246,0.5295
000315.jpg,Snails in shells with green herb sauce.,crispy fried rice with a side of dipping sauce.,88.3485,89.2242,88.7842,18.9618
000316.jpg,"Chocolate dessert with cocoa powder, strawberries, and mint.",crispy fried rice with powdered sugar and a side of sauce.,88.5719,89.9739,89.2674,0.5697
000317.jpg,"Mexican dish with cheesy quesadillas, rice, and fresh salsa.",crispy fried chicken wings with green onions and fresh green onions. fries.,86.5222,86.0610,86.2910,13.0196
000318.jpg,Cold soba noodles served with assorted small accompaniments.,crispy fried chicken wings with egg and fresh green onions.e sauce.,84.7328,85.9272,85.3258,0.1899
000319.jpg,Colorful ceviche with fresh cilantro and crunchy corn tortillas.,"crispy fried chicken wings with sauce, cheese, cheese, and fresh green onions.",87.0421,87.1034,87.0727,5.7111
000320.jpg,"Golden eggs Benedict with hash browns, a classic breakfast.",crispy fried chicken wings with vibrant green onions..,83.6597,87.3227,85.4519,0.2291
000321.jpg,"Saucy chicken wings in a wooden bowl, ready to enjoy.",crispy fried rice with a side of dipping sauce.,88.6588,89.1950,88.9261,5.1237
000322.jpg,Loaded nachos topped with fresh vegetables and melted cheese.,crispy fried chicken wings with green onions and fresh salad..,88.3211,89.1403,88.7288,8.4408
000323.jpg,Delicious blueberry cheesecake slice with sauce and whipped cream.,crispy fried rice with a side of dipping sauces.,88.5760,86.4612,87.5058,0.2753
000324.jpg,Sweet dessert generously dusted with powdered sugar and chocolate.,crispy fried rice with powdered sugar and a side of sauce.,89.1936,89.9000,89.5454,217.2471
000325.jpg,Golden fried fish with crispy fries and dipping sauces.,crispy fried chicken wings with crispy fries and dipping sauce. fries.,92.1825,94.3562,93.2567,371.3594
000326.jpg,Toasted bread topped with fresh diced tomatoes and basil.,crispy fried chicken wings with green onions and a side of sauce.,87.9571,88.6315,88.2930,0.6490
000327.jpg,Steamed mussels in a savory sauce with lemon.,crispy fried chicken wings with powdered sugar and a side of sauce.,88.1219,89.9719,89.0373,5.7033
000328.jpg,Two crispy crab cakes with fries and applesauce.,crispy fried chicken wings with golden fries and dipping sauce. fries.,91.0958,90.6960,90.8955,56.0986
000329.jpg,"Assorted bruschetta with fresh tomato, mozzarella, and basil.",crispy fried chicken wings with fresh green onions.e sauce.,87.8112,84.0347,85.8815,20.4387
000330.jpg,Sweet fried dough balls dusted with powdered sugar.,crispy fried chicken wings with powdered sugar and a side of dipping sauce.,89.9517,92.2469,91.0848,41.6527
000331.jpg,"Assortment of fried, roasted, and shelled dishes on wood.",crispy fried chicken wings with a side of sauce.e sauce.,86.5402,86.4006,86.4704,9.8058
000333.jpg,Sliced marbled meat with green paste and fresh salad.,crispy fried chicken wings with green onions and a side of sauce.,89.1392,89.3735,89.2562,25.3446
000334.jpg,"Couscous with curry sauce, sprouts, and fresh vegetables.",crispy fried chicken wings with fresh green onions.e sauce.,88.7330,88.1898,88.4606,10.4228
000335.jpg,Creamy yellow soup with visible chunks in white bowl.,crispy fried rice with a side of dipping sauces.,87.4924,85.6637,86.5684,0.3047
000336.jpg,"Seafood paella with mussels, squid, and lemon wedges.",crispy fried rice with a side of dipping sauces.,87.3250,85.7631,86.5370,0.2568
000337.jpg,"Roasted chicken, large pasta stew, and fresh bread.",crispy fried rice with melted cheese and dipping sauces.e.,84.9958,86.6867,85.8329,0.3648
000338.jpg,Golden quesadilla wedges with a variety of dipping sauces.,crispy fried chicken wings with golden fries and dipping sauce. fries.,88.5633,87.9985,88.2800,27.7862
000339.jpg,"Assorted sushi, fried rice, and stir-fried chicken.",crispy fried chicken wings with egg and fresh green onions.e sauce.,84.8311,88.4234,86.5900,9.8754
000340.jpg,Quinoa base topped with vibrant green leafy vegetables.,crispy fried chicken wings with green onions and fresh green onions.,87.0086,87.7665,87.3859,8.2184
000341.jpg,Hearty red soup with cauliflower florets and zucchini chunks.,crispy fried chicken wings with fresh green onions.e sauce.,87.1967,83.9364,85.5355,0.2289
000342.jpg,"Cheeseburger with melted cheese, crispy fries, and lettuce.",crispy fried chicken wings with golden fries and crispy toppings.,90.4511,89.9880,90.2190,16.8056
000343.jpg,"Two large calzones, one with visible tomato sauce.",crispy fried rice with a white frosting.e sauce.,87.4921,87.9476,87.7193,14.1861
000344.jpg,"Fried rice with green beans, mushrooms, and spring rolls.",crispy fried chicken wings with a side of dipping sauces.,87.2628,88.6399,87.9460,0.2665
000345.jpg,"Pasta, seared salmon, mixed vegetables, and a creamy soup.",crispy fried chicken wings with a side of sauce.e sauce.,86.8028,86.5778,86.6901,4.7031
000346.jpg,Fresh guacamole served in a stone molcajete bowl.,crispy fried rice with a side of a side of sauce.,85.8000,81.7592,83.7309,4.1799
000347.jpg,"Japanese breakfast: rice, miso soup, and egg omelet.",crispy fried chicken wings with a side of sauce.e sauce.,85.8985,85.9197,85.9091,0.0000
000348.jpg,"Hearty stew with meat and potatoes, served with bread.",crispy fried chicken wings with a side of sauce.e sauce.,87.8772,89.5103,88.6862,0.5440
000349.jpg,Fresh green salads and cooked protein on white plates.,"crispy fried chicken wings with sauce, cheese, cheese, and fresh green onions.",85.4988,87.3010,86.3905,7.8826
000350.jpg,Elaborate spread with roasted meat and decorated savory cakes.,crispy fried chicken wings with powdered sugar and a side of sauce.,88.0607,88.6388,88.3488,0.5074
000351.jpg,Hearty white bean soup with herbs and crusty bread.,crispy fried chicken wings with a side of green onions.e.,87.1042,86.6988,86.9010,0.2468
000352.jpg,"Grilled eggplant, zucchini, peppers, and sun-dried tomatoes.",crispy fried chicken wings with green onions and a side of sauce.,86.9833,87.1356,87.0594,0.2394
000353.jpg,"Roasted turkey, green beans, and carrots on a table.",crispy fried rice with a side of a side of sauce.,86.2212,87.9831,87.0933,4.3942
000354.jpg,"Sweet dates, golden flatbread, and sauces on plates.",crispy fried rice with melted cheese and dipping sauces.e.,86.3334,88.6467,87.4748,0.3464
000355.jpg,"Grilled meat, roasted potatoes, and colorful side dishes.",crispy fried chicken wings with green onions and a side of sauce.,88.0625,90.4467,89.2387,29.7188
000356.jpg,Fresh fruit tarts with assorted colorful toppings.,crispy fried chicken wings with green onions and a side of sauce.,87.5803,87.8144,87.6972,0.1868
000357.jpg,Warm tea and a small pastry on wooden table.,crispy fried rice with melted cheese and dipping sauce.e.,85.4553,87.3509,86.3927,0.3609
000358.jpg,Golden omelette with fresh sliced cucumber salad.,crispy fried chicken wings with green onions and fresh green onions.e sauce.,86.8350,86.9422,86.8886,5.7071
000359.jpg,Burgers and fries served on metal trays.,crispy fried rice with a side of a side of sauce.,85.8163,88.1655,86.9750,0.0000
000360.jpg,"Colorful salad with pomegranate, avocado, citrus, and beans.",crispy fried chicken wings with green onions and fresh green onions.,86.0973,86.7124,86.4037,0.4882
000361.jpg,"Fried eggs with bright yellow, runny yolks.",crispy fried rice with melted cheese and dipping sauce.e.,86.5389,85.2800,85.9049,0.2159
000362.jpg,A bowl of ice cream with cream puffs and chocolate.,crispy fried chicken wings with a side of dipping sauces.,86.7157,86.5144,86.6150,12.0905
000363.jpg,"Whole baked fish with tomatoes, olives, and lemon.",crispy fried chicken wings with a side of sauce.e sauce.,87.3542,85.8882,86.6150,0.2417
000364.jpg,"Full breakfast plate with eggs, bacon, beans, potatoes, toast.",crispy fried chicken wings with green onions and a side of sauce.,85.7431,88.0736,86.8927,0.1739
000365.jpg,Fresh green salad with tortellini pasta.,crispy fried chicken wings with a side of dipping sauces.,86.0287,85.1046,85.5641,0.2480
000366.jpg,"Dessert with sweet white and caramel drizzle, strawberry garnish.",crispy fried chicken wings with golden fries and dipping sauce. fries.,85.2533,85.0213,85.1371,0.5891
000367.jpg,"Grilling chicken, zucchini, bell peppers; raw marinated meat.",crispy fried chicken wings with green onions and fresh salad..,85.7496,86.7259,86.2350,0.0000
000368.jpg,"Assorted sushi, salads, and drinks in takeout containers.",crispy fried chicken wings with green onions and a side of sauce.,85.5976,87.9510,86.7584,0.2592
000369.jpg,Powdered sugar-dusted pastries beside a cup of iced coffee.,crispy fried rice with a side of dipping sauce.,87.7095,86.0824,86.8883,17.7897
000370.jpg,"Sandwiches, salads, chicken wings, and beverages on picnic table.",crispy fried chicken wings with a side of dipping sauces.,87.5618,89.1207,88.3343,16.9573
000371.jpg,"Traditional Japanese meal set with rice, soup, and sides.",crispy fried chicken wings with a side of dipping sauces.,86.1761,88.7211,87.4301,0.2189
000372.jpg,Three fried eggs in oil with seasoning.,crispy fried chicken wings with a side of dipping sauces.,87.0126,89.6117,88.2930,12.4677
000373.jpg,"Meat, potatoes, and vibrant peppers in golden sunlight.",crispy fried chicken wings with green onions and a side of sauce.,85.3324,87.8897,86.5922,0.2729
000374.jpg,Green rice with bright orange shredded carrots.,crispy fried chicken wings with a side of sauce.e sauce.,86.4429,86.5047,86.4738,0.2118
000375.jpg,"Plates of stir-fry, crispy chips, and scrambled egg.",crispy fried chicken wings with a side of sauce.e sauce.,87.6169,88.5437,88.0779,23.5502
000376.jpg,"Noodles, meatballs, green beans, and shredded cheese.",crispy fried chicken wings with a side of dipping sauces.,86.6232,87.2861,86.9534,0.0000
000377.jpg,Chocolate drip cake with piped frosting and candy.,crispy fried chicken wings with powdered sugar and a side of sauce.,87.9395,87.3604,87.6490,0.4616
000378.jpg,"Fish fillets, steamed vegetables, and decorative breadstick.",crispy fried chicken wings with powdered sugar and a side of sauce.,85.9750,86.8861,86.4281,0.2429
000379.jpg,"Fluffy scrambled eggs and warm folded flatbreads, ready for breakfast.",crispy fried chicken wings with melted cheese and dipping sauces.e.,85.4190,86.4651,85.9389,0.2647
000380.jpg,"Savory fried rice with meat, cabbage, topped with egg.",crispy fried chicken wings with green onions and fresh salad..,87.3631,90.4042,88.8576,12.0434
000381.jpg,Golden flatbreads and creamy scrambled eggs on a simple tray.,crispy fried chicken wings with melted cheese and dipping sauces.e.,84.9132,86.8342,85.8630,0.3494
